seqnames	start	end	width	strand	gene_name	gene_id	lsv_id	mean_dpsi_per_lsv_junction	probability_changing	probability_non_changing	control_mean_psi	tdp43kd_mean_psi	lsv_type	num_junctions	num_exons	de_novo_junctions	lsv_junc	ir_start	ir_end	paste_into_igv_junction	junc_dist	strand_start	transcript_id_start	exon_name_start	exon_rank_start	gene_id_start	strand_end	transcript_id_end	exon_name_end	exon_rank_end	gene_id_end	gene_id_junc	junc_in_ref	junc_cat
chr17	29534300	29534874	575	+	TAOK1	ENSG00000160551.12	ENSG00000160551.12:s:29534118-29534300	0.1143	0.6504	0.005296	7e-04	0.1357	s|1e1.1o1|1e2.1o1	2	3	1	ENSG00000160551.12:s:29534118-29534300_29534300-29534874	NA	NA	chr17:29534300-29534874	574	+	ENST00000261716.8|ENST00000536202.1	ENSE00001052969.1	19|17	ENSG00000160551.12						ENSG00000160551.12	FALSE	novel_acceptor
chr17	29534928	29542561	7634	+	TAOK1	ENSG00000160551.12	ENSG00000160551.12:t:29542561-29551903	0.145	0.8931	8.32e-06	7e-04	0.1695	t|1e1.1o1|1e2.1o1	2	3	1	ENSG00000160551.12:t:29542561-29551903_29534928-29542561	NA	NA	chr17:29534928-29542561	7633						+	ENST00000261716.8|ENST00000536202.1	ENSE00002584590.3|ENSE00002243183.1	20|18	ENSG00000160551.12	ENSG00000160551.12	FALSE	novel_donor
chr3	64022801	64023275	475	-	PSMD6	ENSG00000163636.11	ENSG00000163636.11:s:64023051-64023494	0.1053	0.5684	0.01285	0.0241	0.1307	s|1e1.1o1|1e2.1o1|2e1.1o1|2e2.1o1|3e2.1o1	5	3	0	ENSG00000163636.11:s:64023051-64023494_64022801-64023275	NA	NA	chr3:64022801-64023275	474	-	ENST00000492933.5|ENST00000497323.5|ENST00000478185.1	ENSE00001865990.1|ENSE00001866127.1	2	ENSG00000163636.11	-	ENST00000295901.9|ENST00000492933.5|ENST00000478185.1	ENSE00001958661.2|ENSE00001856116.1|ENSE00001151584.7	1	ENSG00000163636.11	ENSG00000163636.11	TRUE	annotated
chr3	196721356	196722415	1060	+	PIGX	ENSG00000163964.18	ENSG00000163964.18:t:196722415-196722556	0.1603	0.7818	0.01603	0.0416	0.224	t|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0	ENSG00000163964.18:t:196722415-196722556_196721356-196722415	NA	NA	chr3:196721356-196722415	1059	+	ENST00000453218.6	ENSE00001724419.1	3	ENSG00000163964.18	+	ENST00000426755.5|ENST00000392391.9|ENST00000296333.10|ENST00000457284.5|ENST00000453218.6|ENST00000421265.5|ENST00000415832.5|ENST00000451319.1|ENST00000495440.1	ENSE00003641212.1|ENSE00003678285.1	4|3	ENSG00000163964.18	ENSG00000163964.18	TRUE	annotated
chr3	49910884	49913220	2337	-	MON1A	ENSG00000164077.15	ENSG00000164077.15:s:49912397-49913359	0.1047	0.5235	0.0639	0.0393	0.174	s|1e1.1o1|1e2.1o1	2	3	0	ENSG00000164077.15:s:49912397-49913359_49910884-49913220	NA	NA	chr3:49910884-49913220	2336	-	ENST00000642691.1|ENST00000645862.1|ENST00000296473.8|ENST00000455683.7|ENST00000417270.2|ENST00000486107.5	ENSE00001376118.1|ENSE00001892228.1	6|4|3|5	ENSG00000164077.15	-	ENST00000642691.1|ENST00000645862.1|ENST00000296473.8|ENST00000455683.7|ENST00000417270.2|ENST00000486107.5|ENST00000483022.5|ENST00000493206.1	ENSE00003823082.1|ENSE00003587959.1	4|2|3	ENSG00000164077.15	ENSG00000164077.15	TRUE	annotated
chrX	135552146	135569337	17192	+	INTS6L	ENSG00000165359.16	ENSG00000165359.16:t:135569337-135569431	0.1184	0.617	0.04285	0.0366	0.1694	t|1e1.1o1|1e2.1o1	2	3	0	ENSG00000165359.16:t:135569337-135569431_135552146-135569337	NA	NA	chrX:135552146-135569337	17191	+	ENST00000370752.4|ENST00000481908.5|ENST00000639893.2|ENST00000493637.6	ENSE00003542975.1|ENSE00003666490.1	8	ENSG00000165359.16	+	ENST00000370752.4|ENST00000481908.5|ENST00000639893.2|ENST00000493637.6	ENSE00003635838.1|ENSE00003650320.1|ENSE00001832179.1	10|9	ENSG00000165359.16	ENSG00000165359.16	TRUE	annotated
chr11	75435658	75436936	1279	-	GDPD5	ENSG00000158555.15	ENSG00000158555.15:s:75436936-75438848	0.1158	0.6121	0.04287	0.0324	0.1582	s|1e1.1o2|1e1.2o2	2	2	0	ENSG00000158555.15:s:75436936-75438848_75435658-75436936	NA	NA	chr11:75435658-75436936	1278	-	ENST00000531759.1	ENSE00002198473.1	2	ENSG00000158555.15	-	ENST00000526177.5|ENST00000527820.5|ENST00000533784.5|ENST00000529721.5|ENST00000336898.8|ENST00000533805.5|ENST00000443276.6|ENST00000531759.1|ENST00000534322.1	ENSE00003626459.1|ENSE00003671702.1|ENSE00002154759.1	12|17|11|16|1|5	ENSG00000158555.15	ENSG00000158555.15	TRUE	annotated
chr9	128753959	128771581	17623	-	ZER1	ENSG00000160445.11	ENSG00000160445.11:s:128771581-128771688	0.1871	0.9302	0.002335	0.04	0.2373	s|1e1.1o1|1e2.1o1	2	3	0	ENSG00000160445.11:s:128771581-128771688_128753959-128771581	NA	NA	chr9:128753959-128771581	17622	-	ENST00000291900.7|ENST00000494461.1|ENST00000414921.5|ENST00000427848.1	ENSE00003638075.1|ENSE00003553536.1|ENSE00001750616.1	3|2	ENSG00000160445.11	-	ENST00000291900.7|ENST00000494461.1	ENSE00001347654.4|ENSE00001863107.1	1	ENSG00000160445.11	ENSG00000160445.11	TRUE	annotated
chr19	3546168	3547272	1105	-	MFSD12	ENSG00000161091.14	ENSG00000161091.14:s:3547272-3547364	0.1039	0.5326	0.06438	0.0255	0.1454	s|1e1.1o1|1e2.1o1	2	3	0	ENSG00000161091.14:s:3547272-3547364_3546168-3547272	NA	NA	chr19:3546168-3547272	1104	-	ENST00000615073.4|ENST00000398558.8|ENST00000588918.5|ENST00000355415.7|ENST00000389395.7|ENST00000589063.5|ENST00000589995.1	ENSE00001148437.1	3|2|8|6	ENSG00000161091.14	-	ENST00000615073.4|ENST00000588918.5|ENST00000355415.7|ENST00000389395.7|ENST00000589063.5|ENST00000589995.1	ENSE00001115271.1|ENSE00002920484.1	1|6|5	ENSG00000161091.14	ENSG00000161091.14	TRUE	annotated
chr19	3546168	3547272	1105	-	MFSD12	ENSG00000161091.14	ENSG00000161091.14:t:3546074-3546168	0.1835	0.8663	0.006982	0.0366	0.2419	t|1e1.1o1|1e2.1o1	2	3	0	ENSG00000161091.14:t:3546074-3546168_3546168-3547272	NA	NA	chr19:3546168-3547272	1104	-	ENST00000615073.4|ENST00000398558.8|ENST00000588918.5|ENST00000355415.7|ENST00000389395.7|ENST00000589063.5|ENST00000589995.1	ENSE00001148437.1	3|2|8|6	ENSG00000161091.14	-	ENST00000615073.4|ENST00000588918.5|ENST00000355415.7|ENST00000389395.7|ENST00000589063.5|ENST00000589995.1	ENSE00001115271.1|ENSE00002920484.1	1|6|5	ENSG00000161091.14	ENSG00000161091.14	TRUE	annotated
chr19	50708843	50711371	2529	-	SHANK1	ENSG00000161681.17	ENSG00000161681.17:s:50711027-50711487	0.2152	0.9952	1.077e-06	0.0032	0.2481	s|1e1.1o1|1e2.1o1|i	3	3	1	ENSG00000161681.17:s:50711027-50711487_50708843-50711371	50704515	50711026	chr19:50708843-50711371	2528						-	ENST00000293441.6|ENST00000391814.5|ENST00000359082.3	ENSE00001059689.1	8|7	ENSG00000161681.17	ENSG00000161681.17	FALSE	novel_acceptor
chr12	49662050	49665831	3782	-	FMNL3	ENSG00000161791.14	ENSG00000161791.14:s:49665832-49665908	0.122	0.6562	0.03266	0.0285	0.1735	s|1e1.1o1|i	2	2	1	ENSG00000161791.14:s:49665832-49665908_49662050-49665831	NA	NA	chr12:49662050-49665831	3781												FALSE	none
chr3	62421128	62438104	16977	-	CADPS	ENSG00000163618.18	ENSG00000163618.18:s:62438104-62441135	0.5733	1	8.105e-14	0.0136	0.5844	s|1e1.1o1|1e2.1o1	2	3	1	ENSG00000163618.18:s:62438104-62441135_62421128-62438104	NA	NA	chr3:62421128-62438104	16976						-	ENST00000612439.4|ENST00000473635.5|ENST00000383710.9|ENST00000357948.7|ENST00000474560.1|ENST00000613879.4|ENST00000283269.13|ENST00000466621.2	ENSE00001076605.1|ENSE00001934188.1	26|8|28|25|1|6|5	ENSG00000163618.18	ENSG00000163618.18	FALSE	novel_acceptor
chr3	62403185	62420936	17752	-	CADPS	ENSG00000163618.18	ENSG00000163618.18:t:62403081-62404875	0.4896	1	7.847e-11	0.0043	0.4947	t|1e1.1o1|1e2.1o1	2	3	1	ENSG00000163618.18:t:62403081-62404875_62403185-62420936	NA	NA	chr3:62403185-62420936	17751	-	ENST00000612439.4|ENST00000473635.5|ENST00000383710.9|ENST00000357948.7|ENST00000474560.1|ENST00000613879.4|ENST00000283269.13|ENST00000466621.2	ENSE00003474363.1|ENSE00003482777.1|ENSE00002315082.1	27|9|29|26|2|7|6	ENSG00000163618.18						ENSG00000163618.18	FALSE	novel_donor
chr3	63980167	63982939	2773	+	ATXN7	ENSG00000163635.20	ENSG00000163635.20:s:63979915-63980663	0.1878	0.9294	0.001577	0.0044	0.2148	s|1e1.1o1|1e2.1o1	2	3	1	ENSG00000163635.20:s:63979915-63980663_63980167-63982939	NA	NA	chr3:63980167-63982939	2772	+	ENST00000674280.1|ENST00000474112.5|ENST00000295900.10|ENST00000487717.5|ENST00000522345.2|ENST00000484332.1|ENST00000488239.1	ENSE00003898126.1|ENSE00003672035.1	6|5|4|2	ENSG00000163635.20	+	ENST00000674280.1|ENST00000474112.5|ENST00000295900.10|ENST00000487717.5|ENST00000522345.2|ENST00000484332.1|ENST00000466529.1	ENSE00003898204.1|ENSE00003560433.1	8|7|6|4|2	ENSG00000163635.20	ENSG00000163635.20	FALSE	novel_exon_skip
chr4	155375021	155376771	1751	-	MAP9	ENSG00000164114.19	ENSG00000164114.19:s:155376376-155376970	0.1092	0.5519	0.05827	0.0223	0.1588	s|1e1.1o2|1e1.2o2|1e2.1o1|2e1.1o2	4	3	0	ENSG00000164114.19:s:155376376-155376970_155375021-155376771	NA	NA	chr4:155375021-155376771	1750	-	ENST00000311277.9|ENST00000650955.1|ENST00000515654.5|ENST00000424373.5|ENST00000433024.5|ENST00000379248.6|ENST00000481250.1|ENST00000450097.1	ENSE00003626892.1|ENSE00003648752.1|ENSE00002509511.1	3|2	ENSG00000164114.19	-	ENST00000311277.9|ENST00000650955.1|ENST00000515654.5|ENST00000424373.5|ENST00000433024.5|ENST00000379248.6|ENST00000481250.1	ENSE00003841678.1|ENSE00001877464.1|ENSE00002056361.1|ENSE00001718609.1|ENSE00001480271.2	1	ENSG00000164114.19	ENSG00000164114.19	TRUE	annotated
chr8	31137724	31141430	3707	+	WRN	ENSG00000165392.11	ENSG00000165392.11:t:31141430-31141600	0.1258	0.6808	0.02739	0.0028	0.157	t|1e1.1o1|1e2.1o1	2	3	1	ENSG00000165392.11:t:31141430-31141600_31137724-31141430	NA	NA	chr8:31137724-31141430	3706						+	ENST00000650667.1|ENST00000298139.7|ENST00000521620.5	ENSE00003466172.1|ENSE00003473364.1	24|25|13	ENSG00000165392.11	ENSG00000165392.11	FALSE	novel_donor
chr10	73650772	73650908	137	-	SYNPO2L	ENSG00000166317.12	ENSG00000166317.12:s:73650908-73651029	0.2213	1	2.725e-20	0.0123	0.2463	s|1e2.1o1|2e1.1o1|2e2.1o1|i	4	3	1	ENSG00000166317.12:s:73650908-73651029_73650772-73650908	NA	NA	chr10:73650772-73650908	136						-	ENST00000372873.8	ENSE00001458864.2	1	ENSG00000166317.12	ENSG00000166317.12	FALSE	novel_acceptor
chr10	73648879	73650675	1797	-	SYNPO2L	ENSG00000166317.12	ENSG00000166317.12:t:73644881-73648879	0.2028	1	2.805e-20	0.0191	0.2183	t|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1|1e4.1o1|1e5.1o1|1e6.1o1|i	8	7	1	ENSG00000166317.12:t:73644881-73648879_73648879-73650675	NA	NA	chr10:73648879-73650675	1796	-	ENST00000372873.8|ENST00000394810.3	ENSE00001458863.3|ENSE00003847269.1	2|4	ENSG00000166317.12						ENSG00000166317.12	FALSE	novel_donor
chr18	79143860	79144814	955	+	ATP9B	ENSG00000166377.21	ENSG00000166377.21:s:79143802-79144286	0.503	1	1.77e-20	0.0101	0.5236	s|1e1.1o1|1e2.1o1	2	3	1	ENSG00000166377.21:s:79143802-79144286_79143860-79144814	NA	NA	chr18:79143860-79144814	954	+	ENST00000586366.5|ENST00000426216.6|ENST00000307671.12|ENST00000586672.5|ENST00000590271.5|ENST00000490210.6	ENSE00003637813.1|ENSE00003572577.1	6|5|3	ENSG00000166377.21						ENSG00000166377.21	FALSE	novel_acceptor
chr18	79146701	79154504	7804	+	ATP9B	ENSG00000166377.21	ENSG00000166377.21:t:79154502-79154555	0.5641	1	1.565e-20	0.0058	0.5767	t|1e1.1o1|1e2.1o1	2	3	1	ENSG00000166377.21:t:79154502-79154555_79146701-79154504	NA	NA	chr18:79146701-79154504	7803						+	ENST00000586366.5|ENST00000426216.6|ENST00000307671.12|ENST00000586672.5|ENST00000590271.5|ENST00000490210.6	ENSE00003606422.1|ENSE00002948120.1|ENSE00003603293.1	7|6|4	ENSG00000166377.21	ENSG00000166377.21	FALSE	novel_donor
chr11	9472769	9473777	1009	+	ZNF143	ENSG00000166478.10	ENSG00000166478.10:s:9472677-9472769	0.1061	0.5603	0.05697	0.0374	0.1658	s|1e1.1o1|1e2.1o1	2	3	0	ENSG00000166478.10:s:9472677-9472769_9472769-9473777	NA	NA	chr11:9472769-9473777	1008	+	ENST00000531943.5|ENST00000396604.5|ENST00000530463.5|ENST00000532577.5|ENST00000438144.6|ENST00000496276.5|ENST00000396602.7|ENST00000526657.5|ENST00000299606.6|ENST00000534265.5|ENST00000412390.6|ENST00000414370.5|ENST00000417726.1	ENSE00001103319.1	3|4	ENSG00000166478.10	+	ENST00000496276.5	ENSE00001958065.1	4	ENSG00000166478.10	ENSG00000166478.10	TRUE	annotated
chr11	19880127	19892434	12308	+	NAV2	ENSG00000166833.23	ENSG00000166833.23:t:19892434-19892594	0.1177	0.68	0.004897	0.0289	0.1457	t|1e1.1o1|1e2.1o1	2	3	0	ENSG00000166833.23:t:19892434-19892594_19880127-19892434	NA	NA	chr11:19880127-19892434	12307	+	ENST00000360655.8|ENST00000349880.9|ENST00000396085.6|ENST00000396087.7|ENST00000534229.1	ENSE00003694733.1|ENSE00003540390.1	5	ENSG00000166833.23	+	ENST00000360655.8|ENST00000349880.9|ENST00000396085.6|ENST00000396087.7	ENSE00001149361.1	6|7	ENSG00000166833.23	ENSG00000166833.23	TRUE	annotated
chr19	4491835	4492015	181	+	HDGFL2	ENSG00000167674.15	ENSG00000167674.15:s:4491764-4491835	0.1609	0.965	5.372e-05	0.001	0.1886	s|1e1.1o1|1e2.1o2	2	3	1	ENSG00000167674.15:s:4491764-4491835_4491835-4492015	NA	NA	chr19:4491835-4492015	180	+	ENST00000616600.5|ENST00000621835.4|ENST00000589486.5|ENST00000615225.1	ENSE00001115494.1	6|5	ENSG00000167674.15						ENSG00000167674.15	FALSE	novel_acceptor
chr19	4492152	4493703	1552	+	HDGFL2	ENSG00000167674.15	ENSG00000167674.15:t:4493703-4493862	0.2549	1	2.603e-20	7e-04	0.2768	t|1e1.1o1|1e2.1o1|2e2.1o1	3	3	1	ENSG00000167674.15:t:4493703-4493862_4492152-4493703	NA	NA	chr19:4492152-4493703	1551						+	ENST00000616600.5|ENST00000621835.4|ENST00000589486.5|ENST00000615225.1	ENSE00003717577.1|ENSE00002967118.1	7|6	ENSG00000167674.15	ENSG00000167674.15	FALSE	novel_donor
chr3	9468615	9470459	1845	+	SETD5	ENSG00000168137.20	ENSG00000168137.20:t:9470459-9470929	0.2612	1	2.696e-20	0.0022	0.285	t|1e1.1o1|1e2.1o2|1e2.2o2|i	4	3	1	ENSG00000168137.20:t:9470459-9470929_9468615-9470459	NA	NA	chr3:9468615-9470459	1844						+	ENST00000402198.7|ENST00000682536.1|ENST00000663774.1|ENST00000691925.1|ENST00000693430.1|ENST00000665872.1|ENST00000666307.1|ENST00000406341.5|ENST00000670063.1|ENST00000407969.5|ENST00000493918.5|ENST00000399686.6|ENST00000413704.5|ENST00000466242.5|ENST00000682236.1|ENST00000421188.1	ENSE00003493230.1|ENSE00003473880.1	19|20|22|21|24|18|23|17|15|10|9|6	ENSG00000168137.20	ENSG00000168137.20	FALSE	novel_donor
chr2	241668985	241670726	1742	+	ATG4B	ENSG00000168397.17	ENSG00000168397.17:s:241668259-241668985	0.1947	0.9927	6.501e-07	8e-04	0.2244	s|1e1.1o1|2e1.1o1|i	3	2	1	ENSG00000168397.17:s:241668259-241668985_241668985-241670726	NA	NA	chr2:241668985-241670726	1741						+	ENST00000405546.7|ENST00000402096.5|ENST00000494465.5|ENST00000404914.8|ENST00000482507.5|ENST00000344376.9|ENST00000428861.1|ENST00000460211.5|ENST00000475693.1	ENSE00003568388.1|ENSE00003513044.1	11|12|4|3|2	ENSG00000168397.17	ENSG00000168397.17	FALSE	novel_donor
chr15	77641025	77671682	30658	-	LINGO1	ENSG00000169783.13	ENSG00000169783.13:s:77671682-na	0.5783	1	1.503e-20	0.0038	0.5871	s|1e1.1o1|1e2.1o1	2	3	1	ENSG00000169783.13:s:77671682-na_77641025-77671682	NA	NA	chr15:77641025-77671682	30657												FALSE	none
chr19	7169831	7170537	707	-	INSR	ENSG00000171105.14	ENSG00000171105.14:s:7170537-7170751	0.5719	1	8.418e-16	0.0051	0.5769	s|1e1.1o1|1e2.1o1	2	3	1	ENSG00000171105.14:s:7170537-7170751_7169831-7170537	NA	NA	chr19:7169831-7170537	706						-	ENST00000341500.9|ENST00000302850.10|ENST00000598216.1	ENSE00003536394.1|ENSE00003466053.1	6	ENSG00000171105.14	ENSG00000171105.14	FALSE	novel_acceptor
chr10	132405986	132417061	11076	+	PWWP2B	ENSG00000171813.14	ENSG00000171813.14:s:132404626-132406289	0.1071	0.5392	0.06168	0.0051	0.1382	s|1e1.1o1|2e1.1o1	2	2	0	ENSG00000171813.14:s:132404626-132406289_132405986-132417061	NA	NA	chr10:132405986-132417061	11075	+	ENST00000631148.2	ENSE00003768503.1	2	ENSG00000171813.14	+	ENST00000631148.2|ENST00000305233.6	ENSE00003768640.1|ENSE00001611851.3	3	ENSG00000171813.14	ENSG00000171813.14	TRUE	annotated
chr11	71474526	71476201	1676	+	NADSYN1	ENSG00000172890.13	ENSG00000172890.13:s:71474395-71475622	0.1925	0.9417	0.00183	0.0427	0.2505	s|1e1.1o2|1e1.2o2|1e2.1o1|1e3.1o1|2e1.2o2	5	4	1	ENSG00000172890.13:s:71474395-71475622_71474526-71476201	NA	NA	chr11:71474526-71476201	1675	+	ENST00000319023.7|ENST00000525200.5|ENST00000530534.1|ENST00000527852.6	ENSE00003661600.1|ENSE00003638409.1	9|8|2|1	ENSG00000172890.13	+	ENST00000528509.5	ENSE00002182390.1	10	ENSG00000172890.13	ENSG00000172890.13	FALSE	novel_combo
chr11	71499039	71501302	2264	+	NADSYN1	ENSG00000172890.13	ENSG00000172890.13:s:71498352-71500035	0.3367	0.9998	4.263e-07	0.0208	0.3691	s|1e1.1o1|2e1.1o1	2	2	1	ENSG00000172890.13:s:71498352-71500035_71499039-71501302	NA	NA	chr11:71499039-71501302	2263						+	ENST00000319023.7|ENST00000525200.5|ENST00000530055.5|ENST00000525593.5|ENST00000527963.1	ENSE00002192165.1|ENSE00002177115.1|ENSE00002170301.1|ENSE00003685648.1	21|12|3|2	ENSG00000172890.13	ENSG00000172890.13	FALSE	novel_donor
chr11	71485324	71485542	219	+	NADSYN1	ENSG00000172890.13	ENSG00000172890.13:t:71485542-71485648	0.1435	0.7746	0.0158	0.0024	0.1764	t|1e1.1o1|1e2.1o1|i	3	3	1	ENSG00000172890.13:t:71485542-71485648_71485324-71485542	NA	NA	chr11:71485324-71485542	218						+	ENST00000319023.7|ENST00000525200.5|ENST00000529840.5|ENST00000530055.5|ENST00000526039.6	ENSE00003787070.1|ENSE00003505656.1	16|8|7	ENSG00000172890.13	ENSG00000172890.13	FALSE	novel_donor
chr11	71484448	71485541	1094	+	NADSYN1	ENSG00000172890.13	ENSG00000172890.13:t:71485542-71485648	0.3332	1	2.21e-11	0.0024	0.354	t|1e1.1o1|1e2.1o1|i	3	3	0	ENSG00000172890.13:t:71485542-71485648_71484448-71485541	NA	NA	chr11:71484448-71485541	1093												FALSE	none
chr12	94410679	94411697	1019	-	CEP83	ENSG00000173588.16	ENSG00000173588.16:s:94411697-94411847	0.1515	0.874	0.001573	0.0158	0.1806	s|1e1.1o1|1e2.1o1|i	3	3	1	ENSG00000173588.16:s:94411697-94411847_94410679-94411697	94410680	94411696	chr12:94410679-94411697	1018						-	ENST00000397809.10|ENST00000339839.9|ENST00000547232.5|ENST00000547575.5|ENST00000551596.1	ENSE00003585213.1|ENSE00003677933.1	4|3|2	ENSG00000173588.16	ENSG00000173588.16	FALSE	novel_acceptor
chr12	94403262	94410621	7360	-	CEP83	ENSG00000173588.16	ENSG00000173588.16:t:94402779-94403262	0.2146	0.9802	0.0001645	0.0397	0.2587	t|1e1.1o1|1e2.1o1|1e3.1o2|1e3.2o2|i	5	4	1	ENSG00000173588.16:t:94402779-94403262_94403262-94410621	NA	NA	chr12:94403262-94410621	7359	-	ENST00000397809.10|ENST00000339839.9|ENST00000547232.5|ENST00000547575.5|ENST00000549352.1|ENST00000551078.1|ENST00000551596.1	ENSE00003751864.1|ENSE00003673091.1|ENSE00002354996.1|ENSE00002405554.1	5|4|2|3	ENSG00000173588.16						ENSG00000173588.16	FALSE	novel_donor
chr17	50461686	50461820	135	+	ACSF2	ENSG00000167107.13	ENSG00000167107.13:s:50461633-50461686	0.579	1	1.51e-20	9e-04	0.589	s|1e1.1o1|1e2.1o1	2	3	1	ENSG00000167107.13:s:50461633-50461686_50461686-50461820	NA	NA	chr17:50461686-50461820	134	+	ENST00000510410.5|ENST00000506582.5|ENST00000504392.5|ENST00000300441.9|ENST00000427954.6|ENST00000502667.5	ENSE00003604088.1|ENSE00003512090.1|ENSE00003554934.1|ENSE00002072483.1	2|4|3|5	ENSG00000167107.13						ENSG00000167107.13	FALSE	novel_acceptor
chr17	50461885	50462184	300	+	ACSF2	ENSG00000167107.13	ENSG00000167107.13:t:50462184-50462317	0.694	1	1.119e-20	9e-04	0.7052	t|1e1.1o1|1e2.1o1	2	3	1	ENSG00000167107.13:t:50462184-50462317_50461885-50462184	NA	NA	chr17:50461885-50462184	299						+	ENST00000510410.5|ENST00000506582.5|ENST00000504392.5|ENST00000300441.9|ENST00000427954.6|ENST00000502667.5	ENSE00003477247.1|ENSE00003605783.1|ENSE00003542482.1	3|5|4|6	ENSG00000167107.13	ENSG00000167107.13	FALSE	novel_donor
chr2	63857002	63857550	549	+	UGP2	ENSG00000169764.16	ENSG00000169764.16:t:63857550-63857718	0.1308	0.7289	0.01766	0.0019	0.1549	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	4	5	0	ENSG00000169764.16:t:63857550-63857718_63857002-63857550	NA	NA	chr2:63857002-63857550	548	+	ENST00000679256.1	ENSE00003905686.1	2	ENSG00000169764.16	+	ENST00000466642.5|ENST00000493222.5|ENST00000627474.3|ENST00000676780.1|ENST00000487640.5|ENST00000678951.1|ENST00000484056.6|ENST00000640075.2|ENST00000626380.2|ENST00000467999.6|ENST00000487042.5|ENST00000679256.1	ENSE00003518984.1|ENSE00003515672.1|ENSE00003908770.1|ENSE00002226678.1|ENSE00003909855.1|ENSE00003773616.1	3|4|2	ENSG00000169764.16	ENSG00000169764.16	TRUE	annotated
chr17	7446113	7446398	286	+	CHRNB1	ENSG00000170175.11	ENSG00000170175.11:s:7446069-7446113	0.1268	0.7625	4.271e-07	0.0129	0.1513	s|1e1.1o1|1e2.1o1|i	3	3	0	ENSG00000170175.11:s:7446069-7446113_7446113-7446398	7446114	7446397	chr17:7446113-7446398	285	+	ENST00000306071.7|ENST00000572857.5|ENST00000570557.5|ENST00000536404.6|ENST00000576360.1	ENSE00003504077.1|ENSE00003621054.1	3|2	ENSG00000170175.11	+	ENST00000572857.5	ENSE00002643959.1	4	ENSG00000170175.11	ENSG00000170175.11	TRUE	annotated
chr18	12311053	12344049	32997	+	TUBB6	ENSG00000176014.13	ENSG00000176014.13:t:12344049-12344320	0.1062	0.536	0.05861	0.0379	0.1703	t|1e1.1o1|i	2	2	0	ENSG00000176014.13:t:12344049-12344320_12311053-12344049	12337226	12344048	chr18:12311053-12344049	32996	+	ENST00000590693.5|ENST00000591909.5|ENST00000590388.5|ENST00000586653.5|ENST00000586810.5|ENST00000417736.2|ENST00000317702.10|ENST00000592683.5|ENST00000590967.5|ENST00000591208.1|ENST00000591463.1|ENST00000586691.1	ENSE00003542706.1|ENSE00003641598.1|ENSE00003639826.1|ENSE00002890217.1	4|3|2|1	ENSG00000176014.13	+	ENST00000586691.1	ENSE00002748778.1	2	ENSG00000176014.13	ENSG00000176014.13	TRUE	annotated
chr11	900980	902148	1169	-	CHID1	ENSG00000177830.18	ENSG00000177830.18:s:902148-902330	0.1091	0.5909	0.03151	0.0095	0.136	s|1e2.2o2|2e1.1o1|3e1.1o1	3	3	0	ENSG00000177830.18:s:902148-902330_900980-902148	NA	NA	chr11:900980-902148	1168	-	ENST00000323578.13|ENST00000454838.6|ENST00000449825.5|ENST00000429789.6|ENST00000528581.5|ENST00000436108.6|ENST00000526714.5|ENST00000524832.5|ENST00000534254.5|ENST00000528426.5	ENSE00003624404.1|ENSE00003563489.1|ENSE00003524027.1	5|6|4|2|7	ENSG00000177830.18	-	ENST00000534254.5	ENSE00002152096.1	4	ENSG00000177830.18	ENSG00000177830.18	TRUE	annotated
chr1	9877989	9883705	5717	-	CTNNBIP1	ENSG00000178585.15	ENSG00000178585.15:t:9877905-9877989	0.2156	0.9327	0.002235	0.0124	0.2569	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	4	5	0	ENSG00000178585.15:t:9877905-9877989_9877989-9883705	NA	NA	chr1:9877989-9883705	5716	-	ENST00000377263.6|ENST00000400904.7|ENST00000377258.5|ENST00000377256.1	ENSE00001643659.1	3|2	ENSG00000178585.15	-	ENST00000377263.6	ENSE00001726112.1	2	ENSG00000178585.15	ENSG00000178585.15	TRUE	annotated
chr9	137619049	137716626	97578	+	EHMT1	ENSG00000181090.21	ENSG00000181090.21:s:137618992-137619049	0.103	0.533	0.06277	0.0435	0.1656	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1	5	6	0	ENSG00000181090.21:s:137618992-137619049_137619049-137716626	NA	NA	chr9:137619049-137716626	97577	+	ENST00000462484.5|ENST00000371394.6|ENST00000630754.2|ENST00000460843.6|ENST00000626216.2|ENST00000637593.1|ENST00000629335.2	ENSE00003669354.1|ENSE00003771824.1|ENSE00001923423.2|ENSE00003773100.2|ENSE00001939490.2|ENSE00003796612.1|ENSE00003796594.1	1	ENSG00000181090.21	+	ENST00000462484.5|ENST00000371394.6|ENST00000630754.2|ENST00000460843.6|ENST00000626216.2|ENST00000629335.2|ENST00000636027.1|ENST00000492232.5|ENST00000460486.3|ENST00000637161.1|ENST00000629417.1|ENST00000637261.1|ENST00000637977.1|ENST00000626066.2	ENSE00003479032.1|ENSE00003551110.1|ENSE00003764809.1|ENSE00003767464.1|ENSE00003796717.1|ENSE00001917089.1|ENSE00003774018.1	3|2|4	ENSG00000181090.21	ENSG00000181090.21	TRUE	annotated
